package,installed,loadable,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,runnable_success,runnable_error,runnable_time,runnable_rate,funs_private,funs_public,funs,revdeps,funs_with_assert,asserts
afmToolkit,TRUE,TRUE,0,1325,1325,117,18,117,0,0,18,0,0,0.521970705725699,0.4842300556586271,18,0,16.71399999999999,1,3,19,22,NA,NA,NA
afpt,TRUE,TRUE,0,888,888,428,22,177,180,71,16,3,3,0.7948717948717949,0.8277777777777777,20,0,31.084000000000003,1,47,22,69,NA,NA,NA
aftgee,TRUE,TRUE,879,2154,3033,45,2,45,0,0,2,0,0,0.24714640198511165,0.23258813413585558,2,0,9.432,1,59,3,62,1,NA,NA
AGD,TRUE,TRUE,0,815,815,113,5,113,0,0,5,0,0,0.5026833631484794,0.5768725361366623,5,0,3.121000000000002,1,2,5,7,NA,NA,NA
aGE,TRUE,TRUE,0,294,294,26,3,18,8,0,2,1,0,0.8577777777777778,0.8577981651376146,3,0,9.234,1,5,2,7,NA,NA,NA
AggregateR,TRUE,TRUE,0,56,56,7,1,7,0,0,1,0,0,0.7450980392156863,0.74,1,0,2.023,1,0,1,1,NA,NA,NA
aggregation,TRUE,TRUE,0,77,77,6,3,6,0,0,3,0,0,0.7073170731707318,0.7894736842105263,3,0,0.7170000000000005,1,1,3,4,NA,NA,NA
AGHmatrix,FALSE,FALSE,0,779,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
agop,TRUE,TRUE,1592,482,2074,23,6,23,0,0,6,0,0,0.13852459016393442,0.13951612903225807,6,0,1.117000000000003,1,2,79,81,1,15,33
AGread,FALSE,FALSE,1019,2671,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
agRee,FALSE,FALSE,0,435,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AgreementInterval,TRUE,TRUE,0,318,318,98,11,27,0,71,6,0,5,0.9397590361445783,0.9469964664310954,7,0,8.325,1,2,4,6,NA,NA,NA
agricolae,TRUE,TRUE,0,6400,6400,1771,121,1241,530,0,120,1,0,0.9090440165061898,0.9097716894977169,117,4,47.852999999999945,0.9669421487603306,0,86,86,5,NA,NA
agridat,TRUE,TRUE,NA,NA,NA,3888,290,3560,320,8,286,2,2,NA,NA,285,4,27.561000000000128,0.986159169550173,NA,NA,NA,NA,NA,NA
agriTutorial,FALSE,FALSE,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
agriwater,TRUE,TRUE,0,2353,2353,93,4,89,4,0,3,1,0,0.07709648331830478,0.07361170899698666,4,0,14.636999999999997,1,0,28,28,NA,NA,NA
agrmt,TRUE,TRUE,0,337,337,99,15,52,47,0,14,1,0,0.7788778877887789,0.7729083665338645,15,0,8.197999999999997,1,0,26,26,NA,NA,NA
agrostab,TRUE,TRUE,0,594,594,52,14,38,0,14,13,0,1,0.9974093264248706,0.9981343283582089,14,0,14.139000000000003,1,0,12,12,NA,NA,NA
AGSDest,TRUE,TRUE,757,1027,1784,106,13,72,34,0,12,1,0,0.6836501901140685,0.6804201050262566,13,0,13.322,1,34,10,44,NA,NA,NA
agsemisc,TRUE,TRUE,0,596,596,55,6,55,0,0,6,0,0,0.8310185185185185,0.8320463320463322,5,1,2.658,0.8333333333333334,0,19,19,NA,NA,NA
ahaz,TRUE,TRUE,545,1056,1601,202,16,202,0,0,16,0,0,0.7203237410071942,0.7362270450751253,16,0,6.057000000000004,1,31,10,41,3,NA,NA
AHM,FALSE,FALSE,0,402,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AHMbook,TRUE,TRUE,0,1765,1765,323,37,323,0,0,37,0,0,0.8251851851851852,0.8035592060232717,36,1,89.30700000000004,0.972972972972973,1,35,36,NA,1,5
ahnr,TRUE,TRUE,0,268,268,40,5,11,29,0,4,1,0,0.9405940594059404,0.9497907949790795,5,0,90.984,1,12,3,15,NA,3,3
AhoCorasickTrie,TRUE,TRUE,451,7,458,147,3,58,0,89,2,0,1,0.6809338521400778,0.6809338521400778,3,0,7.605,1,0,2,2,1,NA,NA
ahp,TRUE,TRUE,0,507,507,243,11,42,31,170,3,2,6,0.8461538461538461,0.8933002481389578,6,0,16.199999999999996,1,22,15,37,NA,NA,NA
ahpsurvey,TRUE,TRUE,0,538,538,403,12,57,346,0,11,1,0,0.9045226130653267,0.9097222222222221,11,1,5.944999999999999,0.9166666666666666,1,11,12,NA,NA,NA
AICcmodavg,TRUE,TRUE,0,34099,34099,515,57,515,0,0,57,0,0,0.04962252601509896,0.04677310546435799,57,0,4.966,1,581,51,632,2,NA,NA
AID,TRUE,TRUE,0,522,522,64,8,64,0,0,8,0,0,NA,NA,5,3,1.6590000000000005,0.625,2,4,6,NA,NA,NA
aidar,TRUE,TRUE,0,196,196,233,23,33,0,200,11,0,12,0.8698630136986302,0.8636363636363636,12,0,15.021999999999995,1,9,11,20,NA,NA,NA
AIG,TRUE,TRUE,0,1260,1260,37,7,37,0,0,7,0,0,0.584070796460177,0.5625,7,0,3.906000000000001,1,3,7,10,NA,NA,NA
AIM,TRUE,TRUE,0,1560,1560,230,13,230,0,0,13,0,0,0.5679190751445087,0.5838359469240049,13,0,30.475999999999992,1,6,13,19,NA,NA,NA
aimPlot,TRUE,TRUE,0,74,74,5,1,5,0,0,1,0,0,0.9583333333333335,0.9666666666666667,1,0,1.138,1,2,1,3,NA,NA,NA
aimsir17,TRUE,TRUE,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aire.zmvm,TRUE,TRUE,0,1129,1129,601,28,44,0,557,17,0,11,0.4860248447204969,0.47916666666666674,17,1,4.321999999999999,0.9444444444444444,17,23,40,NA,1,2
airGR,TRUE,TRUE,1185,6014,7199,793,39,679,114,0,34,5,0,0.6630154639175259,0.6944837340876944,39,0,37.11999999999999,1,0,44,44,1,NA,NA
airGRteaching,TRUE,TRUE,0,1023,1023,100,9,80,20,0,8,1,0,0.22778675282714056,0.24600246002460024,9,0,16.237,1,0,14,14,NA,NA,NA
airportr,TRUE,TRUE,0,230,230,40,8,26,14,0,7,1,0,0.6277777777777778,0.5813953488372093,8,0,3.531999999999998,1,0,7,7,NA,NA,NA
airqualityES,TRUE,TRUE,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
airr,TRUE,TRUE,0,141,141,79,8,18,8,53,5,1,2,0.9294117647058823,0.9354838709677419,7,0,2.1249999999999987,1,0,8,8,NA,NA,NA
aiRthermo,TRUE,TRUE,1396,781,2177,276,47,276,0,0,47,0,0,0.8227488151658767,0.8343612334801762,47,0,1.6630000000000003,1,0,41,41,NA,NA,NA
ajv,TRUE,TRUE,0,191,191,8,9,8,0,0,8,1,0,0,0,9,0,0.5230000000000027,1,20,1,21,NA,3,3
akc,TRUE,TRUE,0,223,223,139,11,80,59,0,9,2,0,0.6724137931034483,0.7125748502994012,10,1,12.271999999999997,0.9090909090909091,0,9,9,NA,NA,NA
Ake,TRUE,TRUE,0,463,463,46,10,46,0,0,10,0,0,0.4144736842105263,0.48320413436692505,10,0,2.8490000000000046,1,7,23,30,NA,NA,NA
akima,TRUE,TRUE,6083,676,6759,124,11,124,0,0,11,0,0,0.583284968078932,0.5924338427133805,11,0,3.5839999999999956,1,0,14,14,NA,1,1
akmeans,TRUE,TRUE,0,99,99,18,3,18,0,0,3,0,0,0.891566265060241,0.9036144578313254,3,0,1.1179999999999999,1,0,4,4,NA,NA,NA
akmedoids,FALSE,FALSE,0,697,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA4R,TRUE,TRUE,0,1981,1981,814,42,23,100,691,22,1,19,0.33067198935462405,0.3392272429600524,23,1,1.2009999999999992,0.9583333333333334,35,23,58,NA,35,120
alabama,TRUE,TRUE,0,714,714,87,2,87,0,0,2,0,0,0.3976510067114094,0.4121212121212121,2,0,0.923,1,0,8,8,18,NA,NA
alakazam,TRUE,TRUE,239,2584,2823,576,65,326,250,0,60,5,0,0.6301538461538462,0.6243158717748241,65,0,124.19899999999998,1,27,66,93,5,1,7
ALassoSurvIC,TRUE,TRUE,90,748,838,87,7,87,0,0,7,0,0,0.9465875370919882,0.9461077844311377,7,0,208.731,1,0,29,29,NA,NA,NA
albopictus,TRUE,TRUE,0,161,161,13,1,13,0,0,1,0,0,0.7052631578947368,0.6956521739130435,1,0,0.657,1,1,10,11,NA,NA,NA
ald,TRUE,TRUE,0,131,131,66,5,66,0,0,5,0,0,0.6495726495726495,0.5681818181818182,5,0,8.344000000000001,1,1,12,13,5,NA,NA
ALDqr,TRUE,TRUE,0,191,191,9,2,9,0,0,2,0,0,0.4335260115606936,0.52,2,0,0.439999999999999,1,0,2,2,NA,NA,NA
ALEPlot,TRUE,TRUE,0,508,508,132,3,132,0,0,2,1,0,0.40119760479041916,0.40119760479041916,3,0,27.233,1,0,2,2,NA,NA,NA
aLFQ,FALSE,FALSE,0,862,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alfr,TRUE,TRUE,0,162,162,510,21,117,5,388,6,1,14,0.9137931034482759,0.9586776859504132,10,0,13.808000000000002,1,11,6,17,NA,NA,NA
alfred,TRUE,TRUE,0,95,95,63,5,4,19,40,2,1,2,0.8888888888888888,0.9466666666666668,4,0,4.308,1,0,2,2,1,NA,NA
algaeClassify,TRUE,TRUE,0,970,970,55,13,55,0,0,13,0,0,0.5099099099099099,0.4488078541374474,13,0,7.092000000000006,1,0,13,13,NA,NA,NA
AlgDesign,TRUE,TRUE,4394,1118,5512,75,5,75,0,0,4,1,0,0.650829081632653,0.6654285714285715,5,0,5.195,1,2,10,12,7,NA,NA
AlgebraicHaploPackage,TRUE,TRUE,0,205,205,64,6,64,0,0,5,1,0,0.9203980099502488,0.9148936170212765,6,0,0.4619999999999993,1,0,5,5,NA,NA,NA
algorithmia,TRUE,TRUE,0,575,575,7,3,7,0,0,2,1,0,0.017421602787456445,0.024793388429752067,3,0,0.8099999999999984,1,18,7,25,NA,NA,NA
aliases2entrez,FALSE,FALSE,0,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alignfigR,TRUE,TRUE,0,120,120,40,5,19,21,0,4,1,0,0.9848484848484849,0.9876543209876543,5,0,2.952999999999996,1,1,4,5,NA,NA,NA
alineR,TRUE,TRUE,728,502,1230,52,12,52,0,0,12,0,0,0.8398876404494382,0.845945945945946,12,0,1.9050000000000011,1,6,11,17,NA,NA,NA
allan,TRUE,TRUE,0,234,234,118,6,118,0,0,6,0,0,0.8645833333333335,0.896414342629482,4,2,0.2970000000000001,0.6666666666666666,0,5,5,NA,NA,NA
allanvar,FALSE,FALSE,0,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alleHap,TRUE,TRUE,0,1552,1552,116,6,68,48,0,5,1,0,0.6909509202453986,0.7564102564102564,6,0,14.769000000000002,1,0,4,4,NA,NA,NA
allelematch,TRUE,TRUE,0,1935,1935,8,9,8,0,0,8,1,0,0,0,9,0,1.4199999999999986,1,0,19,19,NA,NA,NA
AlleleRetain,TRUE,TRUE,0,1088,1088,1,1,1,0,0,1,0,0,0,0,1,0,0.395,1,11,6,17,NA,NA,NA
allelic,TRUE,TRUE,90,4,94,56,3,2,0,54,1,0,2,0.9594594594594593,0.96,3,0,1.5090000000000008,1,0,1,1,NA,NA,NA
allestimates,TRUE,TRUE,0,460,460,59,10,38,21,0,9,1,0,0.9107981220657276,0.951530612244898,10,0,45.451,1,0,8,8,NA,NA,NA
AllPossibleSpellings,TRUE,TRUE,0,180,180,69,3,69,0,0,3,0,0,1,1,3,0,14.654000000000003,1,0,2,2,NA,NA,NA
alluvial,TRUE,TRUE,0,237,237,164,5,68,84,12,2,1,2,0.9473684210526315,0.9384615384615383,4,0,4.3420000000000005,1,0,2,2,2,1,1
alpaca,TRUE,TRUE,330,1060,1390,21,5,21,0,0,3,2,0,0.003468208092485549,0.0030927835051546395,5,0,2.2600000000000002,1,25,8,33,NA,NA,NA
alphabetr,TRUE,TRUE,230,1170,1400,172,8,65,107,0,7,1,0,0.8303664921465969,0.824264049955397,8,0,183.326,1,2,15,17,NA,NA,NA
alphahull,TRUE,TRUE,2074,1378,3452,115,20,19,96,0,19,1,0,0.2176330420969023,0.25017717930545713,20,0,4.119000000000013,1,3,19,22,3,NA,NA
alphaOutlier,TRUE,TRUE,0,456,456,66,18,66,0,0,18,0,0,0.7526881720430108,0.7512953367875648,18,0,8.527999999999993,1,0,17,17,NA,NA,NA
AlphaPart,TRUE,TRUE,96,770,866,498,21,146,7,345,12,1,8,0.7452229299363057,0.7387096774193549,NA,NA,NA,NA,11,6,17,NA,NA,NA
alphashape3d,TRUE,TRUE,493,769,1262,59,7,59,0,0,7,0,0,0.9046511627906978,0.8947368421052632,7,0,6.1259999999999994,1,2,6,8,1,NA,NA
AlphaSimR,TRUE,TRUE,8116,5169,13285,1536,103,595,12,929,95,1,7,0.592134980736017,0.6156316916488223,95,2,8.808999999999992,0.979381443298969,51,76,127,NA,30,45
alphastable,TRUE,TRUE,0,887,887,87,15,87,0,0,15,0,0,0.21140939597315436,0.27606635071090047,15,0,714.713,1,0,15,15,NA,11,11
AlphaVantageClient,TRUE,TRUE,0,248,248,67,6,5,0,62,1,1,4,0.9320388349514563,0.9339622641509435,3,0,5.675000000000001,1,11,2,13,NA,NA,NA
alphavantager,TRUE,TRUE,0,90,90,95,6,2,0,93,2,0,4,0.05769230769230769,0.0410958904109589,3,0,2.551000000000001,1,0,2,2,1,NA,NA
alr3,FALSE,FALSE,0,371,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alr4,FALSE,FALSE,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALS,TRUE,TRUE,0,522,522,22,4,22,0,0,4,0,0,0.5015673981191222,0.5320855614973262,4,0,0.8909999999999989,1,0,10,10,NA,NA,NA
ALSCPC,TRUE,TRUE,0,80,80,14,1,14,0,0,1,0,0,1,1,1,0,2.909,1,0,1,1,NA,NA,NA
ALSM,FALSE,FALSE,0,801,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
altair,TRUE,TRUE,0,253,253,83,9,58,0,25,7,0,2,0.14,0.125,8,0,4.836999999999998,1,18,11,29,NA,1,1
alterryx,TRUE,TRUE,0,823,823,12,7,6,6,0,6,1,0,0.0054200542005420045,0.00625,7,0,0.3589999999999997,1,32,23,55,NA,NA,NA
altmeta,TRUE,TRUE,0,856,856,51,8,51,0,0,8,0,0,0.49923195084485406,0.4212410501193318,8,0,5.543000000000001,1,7,7,14,NA,NA,NA
ALTopt,TRUE,TRUE,0,682,682,54,15,54,0,0,15,0,0,0.24663677130044842,0.19718309859154928,15,0,54.26399999999999,1,9,14,23,NA,NA,NA
altR2,TRUE,TRUE,0,94,94,149,5,7,0,142,1,0,4,0.9836065573770492,0.9836065573770492,2,0,3.488999999999999,1,13,1,14,NA,NA,NA
amap,FALSE,FALSE,1710,521,2231,NA,NA,NA,NA,NA,NA,NA,NA,0.9147947327652982,0.921090387374462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMAP.Seq,TRUE,TRUE,0,563,563,16,3,16,0,0,3,0,0,0.4792899408284023,0.4433198380566802,3,0,3.0289999999999995,1,0,27,27,NA,NA,NA
amber,FALSE,FALSE,0,4017,4017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambhasGW,TRUE,TRUE,0,111,111,28,5,28,0,0,5,0,0,0.9375,0.946236559139785,5,0,7.757999999999998,1,0,5,5,NA,NA,NA
ambient,TRUE,TRUE,2745,200,2945,18,6,18,0,0,6,0,0,0.25092707045735474,0.2560532687651332,6,0,0.8020000000000006,1,14,6,20,NA,NA,NA
AMCP,TRUE,TRUE,0,142,142,655,137,655,0,0,137,0,0,NA,NA,137,0,2.7259999999999964,1,NA,NA,NA,NA,NA,NA
AMCTestmakeR,TRUE,TRUE,0,455,455,57,4,28,29,0,3,1,0,0.4451612903225806,0.2900552486187845,4,0,0.5800000000000001,1,0,3,3,NA,NA,NA
ameco,TRUE,TRUE,0,1,1,18,2,2,16,0,1,1,0,NA,NA,2,0,4.624,1,NA,NA,NA,NA,NA,NA
Amelia,TRUE,TRUE,434,5050,5484,202,8,21,153,28,4,1,3,0.4072375127420999,0.3886255924170616,8,0,5.49,1,90,14,104,2,NA,NA
amelie,TRUE,TRUE,0,220,220,366,9,19,8,339,3,1,5,0.96875,0.9695121951219512,5,0,2.5099999999999993,1,14,2,16,NA,NA,NA
amen,TRUE,TRUE,0,1492,1492,332,20,72,260,0,19,1,0,NA,NA,NA,NA,NA,NA,2,39,41,NA,NA,NA
AmericanCallOpt,TRUE,TRUE,0,205,205,122,8,122,0,0,8,0,0,0.9937888198757764,0.9948186528497409,8,0,0.7199999999999984,1,0,7,7,NA,NA,NA
amerika,TRUE,TRUE,0,35,35,11,1,11,0,0,1,0,0,0.875,0.8571428571428571,1,0,0.34,1,1,1,2,2,NA,NA
AmesHousing,TRUE,TRUE,0,532,532,7,1,7,0,0,1,0,0,1,1,1,0,0.77,1,0,2,2,NA,NA,NA
AMGET,TRUE,TRUE,0,1203,1203,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,1,NA,NA,NA
AMIAS,TRUE,TRUE,2613,585,3198,129,7,129,0,0,7,0,0,0.40408570004982564,0.3980629539951574,7,0,1.3890000000000018,1,12,9,21,NA,6,11
AmigaFFH,TRUE,TRUE,0,3425,3425,90,49,90,0,0,49,0,0,0.07435572454583861,0.05848582705418012,49,0,1.1290000000000022,1,94,41,135,NA,NA,NA
aml,TRUE,TRUE,0,222,222,26,5,26,0,0,5,0,0,0.8640776699029125,0.851063829787234,5,0,6.268999999999999,1,6,5,11,NA,NA,NA
ammistability,TRUE,TRUE,0,783,783,185,16,185,0,0,16,0,0,0.776639344262295,0.8019639934533551,16,0,3.7330000000000005,1,1,16,17,NA,NA,NA
AMModels,TRUE,TRUE,0,790,790,497,16,497,0,0,14,2,0,0.7761467889908257,0.77196261682243,15,1,6.293000000000003,0.9375,2,22,24,NA,NA,NA
AmmoniaConcentration,TRUE,TRUE,0,20,20,3,1,3,0,0,1,0,0,0.9090909090909091,0.9375,1,0,0.183,1,0,1,1,NA,NA,NA
aMNLFA,TRUE,TRUE,0,1322,1322,127,8,127,0,0,8,0,0,0.8465266558966075,0.82890365448505,NA,NA,NA,NA,2,8,10,NA,1,10
AMOEBA,TRUE,TRUE,0,185,185,12,1,12,0,0,1,0,0,0.6617647058823529,0.7032967032967034,1,0,9.492,1,0,1,1,NA,NA,NA
AMORE,TRUE,TRUE,1137,508,1645,11,1,11,0,0,1,0,0,0.2649420160570919,0.2670807453416149,1,0,1.072,1,7,16,23,1,NA,NA
AmostraBrasil,TRUE,TRUE,0,182,182,2,1,2,0,0,1,0,0,0.6524822695035462,0.6975308641975309,1,0,24.458,1,0,6,6,NA,1,1
ampd,TRUE,TRUE,0,95,95,11,1,11,0,0,1,0,0,0.5652173913043478,0.5352112676056338,1,0,0.976,1,3,1,4,NA,NA,NA
ampir,TRUE,TRUE,66,119,185,174,8,8,16,150,3,1,4,0.9826086956521739,0.9830508474576272,5,0,3.332,1,9,3,12,NA,NA,NA
AMPLE,TRUE,TRUE,0,1067,1067,257,10,167,0,90,8,0,2,0.7744680851063831,0.767189384800965,9,0,14.195000000000002,1,19,36,55,NA,NA,NA
AMR,TRUE,TRUE,0,7095,7095,2150,69,539,244,1367,29,5,35,0.6717325227963525,0.7216117216117216,35,0,287.25399999999996,1,98,138,236,NA,NA,NA
amt,TRUE,TRUE,429,2081,2510,404,29,273,97,34,23,2,4,0.5112179487179487,0.5313778990450204,26,0,21.00600000000001,1,205,97,302,NA,1,1
AmyloGram,FALSE,FALSE,0,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnaCoDa,TRUE,TRUE,14588,2248,16836,620,41,270,4,346,30,1,10,0.3427445131046239,0.33097679976102756,32,0,42.11900000000001,1,71,34,105,NA,NA,NA
anacor,FALSE,FALSE,0,744,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
analogsea,TRUE,TRUE,0,2367,2367,204,74,61,0,143,61,1,12,0.011235955056179777,0.007936507936507936,63,0,5.373999999999954,1,124,152,276,NA,1,1
analogue,TRUE,TRUE,1024,6958,7982,818,71,676,92,50,66,1,4,0.7794029252654778,0.7904840032813781,68,0,16.43900000000001,1,210,49,259,2,1,1
analogueExtra,TRUE,TRUE,0,33,33,8,1,8,0,0,1,0,0,0.6666666666666665,0.6956521739130435,1,0,0.972999999999999,1,0,1,1,NA,NA,NA
analysisPipelines,TRUE,TRUE,0,2046,2046,205,43,63,142,0,36,7,0,0.48102564102564105,0.5292897874546397,42,1,1.7330000000000072,0.9767441860465116,36,46,82,NA,NA,NA
analyz,TRUE,TRUE,0,237,237,37,11,37,0,0,11,0,0,0.6373626373626373,0.6186440677966102,11,0,1.3359999999999987,1,1,11,12,NA,NA,NA
AnalyzeFMRI,FALSE,FALSE,2838,2882,5720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnalyzeTS,TRUE,TRUE,0,5020,5020,124,25,124,0,0,25,0,0,0.4932894403646493,0.49035625141819833,25,0,17.125000000000014,1,0,23,23,NA,NA,NA
anapuce,TRUE,TRUE,0,1665,1665,11,4,11,0,0,4,0,0,0.511049723756906,0.5287030474840538,4,0,1.484,1,0,15,15,NA,NA,NA
AncestryMapper,TRUE,TRUE,0,679,679,6,7,6,0,0,6,1,0,0,0,7,0,0.6119999999999998,1,0,5,5,NA,NA,NA
anchoredDistr,TRUE,TRUE,0,408,408,67,8,22,45,0,7,1,0,0.5497382198952879,0.5875912408759124,8,0,27.238,1,4,6,10,NA,NA,NA
anchors,TRUE,TRUE,374,3211,3585,143,24,116,27,0,23,1,0,0.632409381663113,0.6886020151133502,23,1,11.618,0.9583333333333334,41,25,66,NA,NA,NA
AnDE,TRUE,TRUE,0,417,417,9,2,9,0,0,2,0,0,0.875,0.8724035608308606,2,0,3.8930000000000002,1,9,1,10,NA,NA,NA
andrews,TRUE,TRUE,0,150,150,8,2,8,0,0,2,0,0,0.7560975609756098,0.76,2,0,1.628000000000001,1,0,4,4,NA,NA,NA
anesrake,FALSE,FALSE,0,578,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnglerCreelSurveySimulation,TRUE,TRUE,0,184,184,280,13,66,104,110,6,1,6,0.8712871287128714,0.8561643835616438,8,0,4.197000000000002,1,0,7,7,NA,NA,NA
angstroms,TRUE,TRUE,0,183,183,30,9,19,0,11,6,0,3,0.19827586206896552,0.22123893805309736,3,4,3.402000000000005,0.42857142857142855,13,14,27,NA,1,1
aniDom,TRUE,TRUE,0,286,286,98,9,98,0,0,9,0,0,0.8535353535353535,0.8760683760683761,9,0,21.224000000000004,1,2,8,10,NA,NA,NA
anim.plots,TRUE,TRUE,0,366,366,104,11,103,1,0,10,1,0,0.8247422680412371,0.8166089965397922,10,1,13.924999999999995,0.9090909090909091,18,18,36,NA,1,1
AnimalHabitatNetwork,TRUE,TRUE,0,124,124,23,3,23,0,0,3,0,0,0.84375,0.9038461538461539,3,0,1.7109999999999999,1,0,3,3,NA,NA,NA
animalTrack,TRUE,TRUE,0,181,181,164,13,164,0,0,13,0,0,0.8757396449704143,0.8732394366197183,13,0,1.4969999999999972,1,0,10,10,NA,NA,NA
animation,TRUE,TRUE,0,1902,1902,70,14,60,0,10,12,0,2,0.10477657935285054,0.1282051282051282,13,0,3.7090000000000005,1,9,51,60,14,NA,NA
animint2,TRUE,TRUE,0,12348,12348,10909,237,2058,0,8851,118,0,119,0.8073578595317725,0.8203438395415473,119,0,61.35299999999997,1,368,300,668,NA,24,50
anipaths,TRUE,TRUE,0,793,793,44,3,44,0,0,2,1,0,0.2860310421286031,0.3015427769985975,2,1,1.1160000000000012,0.6666666666666666,1,2,3,NA,NA,NA
anMC,TRUE,TRUE,123,777,900,43,6,43,0,0,6,0,0,0.07441860465116279,0.06818181818181818,6,0,4.762000000000002,1,0,10,10,1,NA,NA
ANN2,TRUE,TRUE,1685,495,2180,480,10,31,0,449,3,0,7,0.6151315789473685,0.6205787781350482,4,0,4.9600000000000035,1,15,10,25,NA,NA,NA
AnnotationBustR,TRUE,TRUE,0,405,405,281,8,16,6,259,3,1,4,0.08653846153846154,0.08598726114649681,4,1,53.845,0.8,0,3,3,NA,NA,NA
AnnotLists,TRUE,TRUE,0,79,79,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,2,NA,NA,NA
AnnuityRIR,TRUE,TRUE,0,917,917,313,47,313,0,0,47,0,0,0.9606299212598425,0.9660804020100503,47,0,17.712,1,0,47,47,NA,NA,NA
anocva,TRUE,TRUE,0,112,112,97,5,97,0,0,5,0,0,0.9487179487179486,0.949367088607595,5,0,7.533,1,5,5,10,1,NA,NA
anoint,FALSE,FALSE,0,1436,1436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANOM,FALSE,FALSE,0,585,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anomalize,TRUE,TRUE,0,960,960,690,26,107,191,392,12,3,11,0.8519480519480518,0.8702490170380078,13,3,26.846000000000004,0.8125,40,17,57,NA,NA,NA
anomaly,TRUE,TRUE,2573,1383,3956,84,9,84,0,0,9,0,0,0.5166830225711482,0.5462836297309621,9,0,11.307000000000002,1,28,13,41,NA,NA,NA
anominate,FALSE,FALSE,649,245,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANOVA.TFNs,TRUE,TRUE,0,174,174,116,19,116,0,0,19,0,0,0.9871794871794873,0.9901960784313727,19,0,7.502999999999996,1,0,17,17,NA,NA,NA
ANOVAIREVA,FALSE,FALSE,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANOVAreplication,TRUE,TRUE,0,466,466,109,9,109,0,0,9,0,0,0.7034120734908137,0.7036144578313253,8,1,195.957,0.8888888888888888,10,11,21,NA,NA,NA
ANOVAShiny,FALSE,FALSE,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AntAngioCOOL,TRUE,TRUE,0,174,174,2,1,2,0,0,1,0,0,0.9337748344370861,0.9337748344370861,1,0,19.046,1,0,1,1,NA,NA,NA
