package,installed,loadable,version,title,size,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,funs_with_coverage,runnable_success,runnable_error,runnable_time,runnable_rate,funs_public,funs_private,funs_s3_dispatch,funs_s3_method,funs,funs_s3,s3_classes,revdeps,revdeps_runnable_code,revdep_coverage_expr,revdep_coverage_line,revdep_coverage_runs,funs_with_assert,asserts,uses_roxygen
sys,TRUE,TRUE,3.3,Powerful and Reliable Tools for Running System Commands in R,65694,536,150,686,225,12,18,0,207,2,0,10,0.8365019011406845,0.8506944444444444,12,4,0,50.446,1,11,3,0,0,14,0,0,13,17761,65.39923954372624,68.05555555555556,13,2,3,TRUE
tensor,TRUE,TRUE,1.5,Tensor product of arrays,5187,0,59,59,13,1,13,0,0,1,0,0,0.7441860465116279,0.7884615384615384,1,1,0,0.601999999999999,1,4,0,0,0,4,0,0,13,17931,74.4186046511628,78.84615384615384,13,NA,NA,FALSE
testit,TRUE,TRUE,0.11,A Simple Package for Testing R Packages,31836,0,108,108,102,7,34,0,68,3,0,4,0.9487179487179486,0.961038961038961,12,4,0,0.9070000000000003,1,5,7,0,0,12,0,0,9,5920,34.61538461538461,32.467532467532465,8,NA,NA,TRUE
textshape,TRUE,TRUE,1.6.0,Tools for Reshaping Text,829187,0,1268,1268,256,33,247,0,9,30,0,3,0.6683250414593698,0.6194690265486725,72,31,0,3.9529999999999967,1,38,63,11,28,101,39,0,5,1290,15.754560530679933,16.07538802660754,5,7,7,TRUE
tframe,TRUE,TRUE,2015.12-1.1,Time Frame Coding Kernel,250139,0,512,512,223,20,88,2,133,17,1,2,0.6890380313199106,0.6666666666666665,87,20,0,0.6270000000000003,1,38,70,30,65,108,95,0,16,4030,54.58612975391499,52.63157894736842,15,NA,NA,FALSE
tibble,TRUE,TRUE,2.1.3,Simple Data Frames,764227,285,2047,2332,3607,43,180,249,3178,14,2,27,0.9168157423971377,0.9267900241351569,203,15,2,13.978999999999997,0.8823529411764706,34,240,7,30,274,37,2,656,578680,79.69588550983899,78.1275221953188,644,10,10,TRUE
tidyr,TRUE,TRUE,1.0.2,Tidy Messy Data,2226793,434,1923,2357,2835,52,328,462,2045,22,5,25,0.984641638225256,0.9864559819413092,111,25,3,13.356,0.8928571428571429,50,107,27,43,157,70,0,524,345186,74.14675767918088,72.32277526395173,512,4,4,TRUE
tidyselect,TRUE,TRUE,1.0.0,Select from a Set of Strings,660317,0,1303,1303,1609,19,77,182,1350,5,2,12,0.7839195979899497,0.7912932138284251,100,7,1,5.262,0.875,20,137,0,0,157,0,0,74,109299,67.00167504187606,67.35751295336787,73,2,2,TRUE
tidytext,TRUE,TRUE,0.2.3,"Text Mining using 'dplyr', 'ggplot2', and Other Tidy Tools",3961975,0,927,927,1399,42,163,301,935,19,4,19,0.7177177177177179,0.7839388145315488,47,24,0,47.948,1,27,36,4,27,63,31,0,11,1962,21.32132132132132,19.26782273603083,11,NA,NA,TRUE
timeSeries,TRUE,TRUE,3062.1,Financial Time Series Objects (Rmetrics),2901082,0,4346,4346,842,63,498,336,8,61,1,1,0.6724137931034483,0.6688741721854305,157,62,1,13.429000000000004,0.9841269841269841,191,41,4,35,232,39,0,24,3911,26.78428227746592,29.796918767507,24,28,37,FALSE
tm,TRUE,TRUE,0.7-7,Text Mining Package,848219,315,2161,2476,454,54,283,73,98,47,2,5,0.7223140495867768,0.744097000638162,160,50,0,8.41799999999999,1,79,174,32,148,253,180,0,35,8676,55.70247933884298,54.1881443298969,34,21,21,FALSE
tokenizers,TRUE,TRUE,0.2.1,"Fast, Consistent Tokenization of Natural Language Text",708395,182,598,780,697,22,68,72,557,7,2,13,0.9824561403508771,0.9812646370023418,49,10,0,5.809,1,16,34,12,24,50,36,0,10,4298,69.5906432748538,71.42857142857143,9,4,4,TRUE
topicmodels,TRUE,TRUE,0.2-9,Topic Models,1109160,3067,651,3718,87,4,16,71,0,3,1,0,0.7115470352206866,0.7204486626402071,25,4,0,121.38799999999999,1,11,10,1,2,21,3,2,8,4135,44.181899242086494,44.599303135888505,7,NA,NA,FALSE
triangle,TRUE,TRUE,0.12,"Provides the Standard Distribution Functions for the Triangle
Distribution",87699,0,388,388,246,9,12,10,224,2,1,6,0.9931972789115646,0.994269340974212,8,4,0,4.38,1,8,0,0,0,8,0,0,13,2939,14.965986394557824,14.739884393063585,13,4,5,TRUE
truncdist,TRUE,TRUE,1.0-2,Truncated Random Variables,20885,0,82,82,18,7,18,0,0,7,0,0,0.8392857142857143,0.8421052631578947,7,7,0,0.8309999999999993,1,7,0,0,0,7,0,0,10,1690,39.285714285714285,40.35087719298245,10,NA,NA,FALSE
truncnorm,TRUE,TRUE,1.0-8,Truncated Normal Distribution,39040,570,29,599,156,5,0,0,156,0,0,5,0.9124668435013262,0.9156010230179028,7,1,0,17.76,1,6,0,0,0,6,0,0,41,17023,91.24668435013263,91.56010230179028,40,1,1,FALSE
trust,TRUE,TRUE,0.1-8,Trust Region Optimization,553029,0,258,258,464,12,36,0,428,1,1,10,0.8834951456310679,0.8857142857142857,3,12,0,3.2240000000000006,1,1,2,0,0,3,0,0,13,9011,78.15533980582524,78.0952380952381,12,NA,NA,FALSE
tseries,TRUE,TRUE,0.10-47,Time Series Analysis and Computational Finance,425324,2076,2112,4188,287,27,287,0,0,27,0,0,0.7391613361762616,0.7489471979267897,62,27,0,15.587000000000016,1,36,41,6,37,77,43,0,33,10922,53.66027007818053,53.67670877874959,33,1,1,FALSE
tsibble,TRUE,TRUE,0.8.6,Tidy Temporal Data Frames and Tools,2114690,0,3556,3556,3298,80,501,124,2673,48,4,28,0.9379754242246928,0.9456521739130435,336,53,1,32.181000000000004,0.9814814814814815,191,320,53,167,511,220,0,10,4617,35.63487419543593,33.55387523629489,10,8,12,TRUE
TSP,TRUE,TRUE,1.1-9,Traveling Salesperson Problem (TSP),1964111,277,759,1036,404,19,154,94,156,12,1,6,0.6954787234042553,0.6982035928143714,61,12,2,3.134999999999999,0.8571428571428571,19,54,10,39,73,49,0,6,938,38.16489361702128,38.15461346633416,6,NA,NA,FALSE
TTR,TRUE,TRUE,0.23-6,Technical Trading Rules,619191,921,1519,2440,210,37,171,0,39,36,0,1,0.7361275088547816,0.7276422764227642,56,37,0,7.971999999999995,1,65,4,0,0,69,0,0,11,2872,12.278630460448642,12.281722933643772,10,NA,NA,TRUE
ucminf,TRUE,TRUE,1.1-4,General-Purpose Unconstrained Non-Linear Optimization,279129,419,96,515,5,1,5,0,0,1,0,0,0.659846547314578,0.6763990267639902,2,1,0,0.438,1,1,0,0,0,1,0,0,12,6316,69.82097186700767,71.28953771289538,12,1,2,FALSE
units,TRUE,TRUE,0.6-5,Measurement Units for R Vectors,4844955,503,1209,1712,1260,32,193,176,891,16,2,14,0.9422110552763818,0.9493801652892562,123,20,1,19.583999999999993,0.9523809523809523,24,131,21,64,155,85,0,26,32363,58.291457286432156,59.72222222222222,25,13,22,TRUE
urca,TRUE,TRUE,1.3-0,Unit Root and Cointegration Tests for Time Series Data,2004345,501,23523,24024,206,23,206,0,0,23,0,0,0.7290856031128405,0.7242194891201514,35,23,0,11.320000000000004,1,24,4,0,0,28,0,0,14,4660,19.55252918287938,21.239356669820246,14,NA,NA,FALSE
urltools,TRUE,TRUE,1.7.3,Vectorised Tools for URL Handling and Parsing,340990,1781,206,1987,515,29,68,0,447,19,1,9,0.8540692235734331,0.8448753462603878,12,21,0,2.8010000000000024,1,28,11,0,0,39,0,0,16,11508,34.51824134705332,34.44753946146704,16,NA,NA,TRUE
utf8,TRUE,TRUE,1.1.4,Unicode Text Processing,1554676,21773,565,22338,854,18,51,0,803,7,1,10,0.7255551872721245,0.7328170377541141,31,9,0,7.417,1,9,23,0,0,32,0,0,6,5050,64.63374212794166,65.06296415886341,6,NA,NA,FALSE
uuid,TRUE,TRUE,0.1-4,Tools for Generating and Handling of UUIDs,262326,820,1,821,5,1,5,0,0,1,0,0,0.6574074074074074,0.6574074074074074,2,1,0,0.654999999999999,1,1,0,0,0,1,0,0,34,51277,66.35802469135803,66.35802469135803,33,NA,NA,FALSE
validate,TRUE,TRUE,0.9.3,Data Validation Infrastructure,3515109,110,2324,2434,492,39,400,88,4,35,3,1,0.9162491052254832,0.9313449634214969,158,38,1,15.757999999999996,0.9743589743589743,53,90,0,2,143,2,0,6,3185,22.40515390121689,20.296465222348917,6,NA,NA,TRUE
variables,TRUE,TRUE,1.0-3,Variable Descriptions,27662,0,204,204,89,5,18,0,71,4,0,1,0.9375,0.9523809523809522,43,5,0,0.6690000000000009,1,11,33,8,32,44,40,0,6,3086,85.9375,80.35714285714286,6,7,14,FALSE
vcd,TRUE,TRUE,1.4-5,Visualizing Categorical Data,2550318,0,5961,5961,1252,82,833,412,7,79,2,1,0.8047435190292334,0.8328050713153723,153,82,0,57.076000000000036,1,82,103,15,92,185,107,0,7,4201,43.932708218422505,46.838311019567456,7,2,2,FALSE
vctrs,TRUE,TRUE,0.2.3,Vector Helpers,2318745,10227,4804,15031,8426,100,324,554,7548,38,3,59,0.9012392998594607,0.9046826717375802,669,39,3,28.581,0.9285714285714286,146,650,79,426,796,505,0,17,50511,55.193560751245684,55.38644470868014,17,20,28,TRUE
vegan,TRUE,TRUE,2.5-6,Community Ecology Package,5050887,3330,19314,22644,1941,116,1397,204,340,108,5,3,0.7146800179729123,0.7196435621228358,432,116,0,77.00200000000001,1,192,408,31,364,600,395,0,74,24908,23.26208357404198,23.76686699172242,73,NA,NA,FALSE
viridisLite,TRUE,TRUE,0.3.0,Default Color Maps from 'matplotlib' (Lite Version),59851,0,63,63,60,3,13,0,47,1,0,2,1,1,5,2,0,4.685,1,5,1,0,0,6,0,0,29,37648,80,87.5,29,NA,NA,TRUE
wesanderson,TRUE,TRUE,0.3.6,A Wes Anderson Palette Generator,11393,0,52,52,7,1,7,0,0,1,0,0,0.875,0.9,2,1,0,1.121,1,1,1,0,1,2,1,0,5,474,43.75,50,5,NA,NA,TRUE
withr,TRUE,TRUE,2.1.2,Run Code 'With' Temporarily Modified Global State,278355,0,512,512,943,23,86,51,806,9,1,13,0.9067164179104478,0.9090909090909091,52,10,1,4.928999999999999,0.9090909090909091,72,44,0,0,116,0,0,65,88399,30.597014925373134,29.830508474576273,62,6,8,TRUE
wmtsa,TRUE,TRUE,2.0-3,Wavelet Methods for Time Series Analysis,441245,0,4226,4226,295,56,295,0,0,56,0,0,0.7215589887640449,0.7725070135169599,79,56,0,15.762000000000029,1,50,58,5,57,108,62,0,8,936,17.240168539325843,17.87819253438114,8,1,2,FALSE
wrapr,TRUE,TRUE,1.9.6,Wrap R Tools for Debugging and Parametric Programming,1838903,0,3471,3471,1200,106,710,484,6,89,16,1,0.7997847147470398,0.8059518956379944,139,100,6,33.74899999999998,0.9433962264150944,98,59,5,41,157,46,0,8,5704,34.33799784714747,34.112341123411234,8,NA,NA,TRUE
WriteXLS,TRUE,TRUE,5.0.0,"Cross-Platform Perl Based R Function to Create Excel 2003 (XLS)
and Excel 2007 (XLSX) Files",3525086,0,207,207,33,1,33,0,0,1,0,0,0.657142857142857,0.703030303030303,2,1,0,7.035,1,2,0,0,0,2,0,0,6,330,40.714285714285715,44.51219512195122,6,NA,NA,FALSE
XLConnect,TRUE,TRUE,0.2-15,Excel Connector for R,13049467,0,1809,1809,823,102,669,106,48,100,1,1,0.8304843304843303,0.8534031413612566,114,88,14,15.819999999999972,0.8627450980392157,94,18,0,2,112,2,0,5,423,16.80911680911681,21.32034632034632,5,NA,NA,FALSE
xlsx,TRUE,TRUE,0.6.3,"Read, Write, Format Excel 2007 and Excel 97/2000/XP/2003 Files",1393990,0,1379,1379,1162,49,144,59,959,26,2,21,0.7558139534883721,0.7690029615004935,66,28,1,40.086,0.9655172413793104,67,10,2,3,77,5,0,17,2390,27.906976744186046,28.45691382765531,17,NA,NA,TRUE
xml2,TRUE,TRUE,1.2.2,Parse XML,538553,1910,1487,3397,1434,52,206,76,1152,24,1,27,0.9068369646882044,0.9076246334310851,192,25,1,1.4250000000000025,0.9615384615384616,66,178,45,141,244,186,4,267,202135,70.02253944402705,70.01466275659824,264,5,5,TRUE
xtable,TRUE,TRUE,1.8-4,Export Tables to LaTeX or HTML,1323155,0,1423,1423,646,18,265,318,63,8,4,6,0.8546433378196501,0.8477822580645161,52,18,0,18.68,1,29,33,11,32,62,43,0,75,30581,53.566621803499324,45.81231079717457,73,NA,NA,FALSE
zeallot,TRUE,TRUE,0.1.0,"Multiple, Unpacking, and Destructuring Assignment",198634,0,348,348,719,10,89,123,507,2,1,7,1,1,38,3,1,3.257000000000001,0.75,3,35,1,6,38,7,0,7,6410,35.79545454545455,33.035714285714285,7,2,2,TRUE
