"arg_sig","count"
"[sS]/[Hits, SortedByQueryHits, SortedByQuerySelfHits]/[{elementMetadata,from,metadata,nLnode,nRnode,to}]",2
"[sS]/[FBM.code256]/[{.xData}]",10
"[sS]/[Message]/[{pointer,type}]",2
"[D, sC]/[, POSIXct,POSIXt]/[{tzone}, {}]",1
"[D, I, M{D}]/[zoo, zooreg,zoo]/[{dim,dimnames,frequency,index}, {frequency,index,na.action,names}, {frequency,index,names}, {frequency,index}]",1
"[l{?}]/[random.effect,mgcv.smooth]/[{names,nCons,qrc}]",1
"[D, M{D}, data.frame, error, sC, sD, sF]/[, xts,zoo, zoo]/[{.indexCLASS,.indexTZ,deltat,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}, {index}, {names,row.names}, {srcref}, {}]",1
"[D, I, sI]/[]/[{names}, {}]",8
"[l{D}, sC]/[, chromosomeMap]/[{chromosome,length_Mb,names}, {}]",2
"[sI]/[gzfile,connection]/[{conn_id}]",2
"[M{D}]/[zoo]/[{dim,dimnames,index}]",13
"[sD, D]/[]/[{names}, {eliminated,names}]",1
"[l{D}]/[]/[{assign,names}]",1
"[sE]/[zero_inflation_par,variation_par,parameter,coalmodelpart,R6]/[{}]",1
"[sS]/[km]/[{call,case,control,covariance,d,F,gr,known.param,logLik,lower,M,method,n,noise.flag,noise.var,optim.method,p,param.estim,parinit,penalty,T,trend.coef,trend.formula,upper,X,y,z}]",27
"[sC, M{D}]/[]/[{wow}, {dim,dimnames}]",1
"[C, D, I, L, raw_NA, sC, sD, sI, sL]/[, Date, POSIXct,POSIXt]/[{tzone}, {}]",3
"[R, I]/[]/[{}]",1
"[C, D, I, sC, sD]/[, chron,dates,times, dates,times]/[{format,labels,names,origin}, {format,names,origin}, {format,origin}, {names}, {origin}, {}]",1
"[l{D}]/[summary.probit.spike]/[{names}]",2
"[D, raw_NA, sD, sN]/[]/[{}]",4
"[error, l{D}]/[, reStruct]/[{names,settings}, {names}, {}]",1
"[D, sD]/[varExp,varFunc, varFixed,varFunc, varIdent,varFunc]/[{covariate,formula,logLik,needUpdate,weights,whichFix}, {covariate,formula,logLik,needUpdate,weights}, {formula,groupNames,groups,logLik,weights,whichFix}, {formula,logLik,needUpdate,weights,whichFix}]",1
"[D, I, missing, sD]/[]/[{}]",3
"[M{D}, data.frame]/[, truthTab]/[{cases,n,names,row.names,type}, {dim}, {names,row.names}]",1
"[M{C}, sC]/[, raster]/[{dim}, {}]",2
"[l{?}]/[DANCoCalibrationData]/[{names}]",3
"[l{D}]/[pt]/[{names}]",1
"[sF]/[lambdar.fun]/[{active.type,sealed,srcref,types,variants}]",2
"[C, D, I, sC, sD]/[, lfactor]/[{levels,llevels}, {}]",1
"[l{D}]/[corrected_lasso]/[{names}]",1
"[C, D, I, L, R, X]/[, labelled]/[{contrasts,levels}, {label}, {levels}, {}]",1
"[l{?}]/[Scanlda,canldaRes]/[{names}]",2
"[sS]/[SpatialPointsDataFrame, SpatialLinesDataFrame, SpatialPolygons, SpatialPolygonsDataFrame, SpatialLines, SpatialPoints]/[{bbox,comment,plotOrder,polygons,proj4string}, {bbox,coords,proj4string}, {bbox,coords,coords.nrs,data,proj4string}, {bbox,comment,data,plotOrder,polygons,proj4string}, {bbox,lines,proj4string}, {bbox,data,lines,proj4string}]",1
"[sS]/[RasterBrick, RasterLayer, RasterStack, TransitionStack, ipdwResult, pathDist]/[{crs,data,dist_power,extent,file,history,legend,ncols,nrows,range,rotated,rotation,title,z}, {crs,data,extent,file,history,legend,ncols,nrows,param,rotated,rotation,title,z}, {crs,data,extent,file,history,legend,ncols,nrows,range,rotated,rotation,title,z}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}, {crs,extent,filename,history,layers,ncols,nrows,rotated,rotation,title,z}, {crs,extent,history,layernames,ncols,nrows,rotated,rotation,title,transition,unit,z}]",1
"[C, D, I, data.frame, error, sN]/[]/[{names,row.names}, {}]",1
"[D, I, R, raw_NA, sC, sD, sI, sN, sR]/[, bigq, bigz]/[{denominator}, {mod}, {nrow}, {}]",1
"[C, I, error]/[]/[{}]",1
"[I, L, M{L}, sC]/[]/[{dim,dimnames}, {dim}, {}]",1
"[l{?}]/[bgtvs]/[{names}]",2
"[l{?}]/[betareg, dynlm,lm, hetglm, lm]/[{names}]",1
"[l{?}, l{D}, l{sN}]/[]/[{}]",2
"[sC, sL]/[]/[{}]",97
"[M{C}, data.frame, raw_NA]/[]/[{dim,dimnames}, {names,row.names}, {}]",1
"[D, M{D}, l{?}, l{D}]/[]/[{dim,dimnames}, {dim}, {names}, {}]",1
"[l{l{?}}]/[array]/[{dim,dimnames}]",1
"[M{D}, sN]/[, zoo]/[{dim,dimnames,index}, {dim}, {}]",1
"[l{?}, sC, sD]/[, fp_cell]/[{names}, {}]",1
"[sE]/[NIGrid]/[{}]",1
"[M{D}]/[]/[{apply.scale,assign,centerVec,contrasts,dim,dimnames,scaleVec}, {apply.scale,assign,centerVec,dim,dimnames,scaleVec}, {dim,dimnames}]",2
"[l{?}]/[glmmTMB, lm]/[{names}]",1
"[l{?}]/[XMLError]/[{names}]",1
"[sD, sF, l{?}]/[]/[{}, {srcref}, {names}]",1
"[data.frame, l{?}, sS]/[, SQLiteConnection, data.table, relop_table_source,relop]/[{.internal.selfref,names,row.names}, {bigint,dbname,flags,loadable.extensions,ptr,ref,vfs}, {names,row.names}, {names}]",1
"[sD, D]/[POSIXct,POSIXt]/[{}]",1
"[M{D}, sD]/[Surv]/[{dim,dimnames,inputAttributes,type}, {dim,dimnames,type}]",1
"[L, error, raw_NA, sL]/[]/[{}]",1
"[l{sN}]/[]/[{}]",30
"[sD, M{D}, data.frame]/[]/[{dim,dimnames}, {names,row.names}]",1
"[l{l{?}}]/[bn.fit,bn.fit.dnet, bn.fit,bn.fit.gnet, bn.tan,bn.fit,bn.fit.dnet, bn.naive,bn.fit,bn.fit.dnet]/[{names,training}, {names}]",2
"[R, sR]/[bigz, bigq]/[{nrow}, {}, {denominator}, {mod}]",1
"[sL, raw_NA]/[RTF,Object, FileVector,AbstractFileArray,Object, Verbose,Object, AbstractFileArray,Object, CGDS,Object, NullVerbose,Verbose,Object, Package,Object, Arguments,Object]/[{.env}]",1
"[l{?}]/[bsam]/[{names}]",8
"[l{sN}, l{l{?}}]/[SOCKcluster,cluster]/[{}]",1
"[D, sD, sF, sI]/[]/[{srcref}, {}]",3
"[sE, sN]/[, R6ClassGenerator]/[{}, {name}]",1
"[l{?}]/[bshazard]/[{names}]",4
"[l{?}]/[activeset]/[{names}]",5
"[M{D}]/[]/[{assign,contrasts,dim,dimnames}, {dim,dimnames}]",2
"[sL]/[]/[{}, {dim}, {dim,dimnames}]",2
"[C, M{D}, l{?}, sN]/[, pdb, pdb,sse, xyz]/[{dim}, {names}, {}]",1
"[I, M{I}, data.frame, externalptr, l{?}, l{l{?}}]/[, XMLInternalDocument,XMLAbstractDocument, annotated.matrix, gene.sets]/[{base,names,row.names}, {dim,dimnames}, {names,row.names}, {names}, {}]",1
"[l{sF}, l{sN}, sN, l{?}]/[]/[{}, {names}]",1
"[l{?}]/[JOP]/[{names}]",3
"[sD]/[, dist]/[{call,Diag,Labels,method,Size,Upper}, {}]",4
"[l{?}]/[loess]/[{names}]",3
"[sC, sF]/[, standardGeneric]/[{default,generic,group,package,signature,skeleton,srcref,valueClass}, {}]",17
"[D]/[, zoo]/[{frequency,index}, {}]",1
"[sC, sN]/[, try-error]/[{}, {condition}]",1
"[D, I, M{D}, l{D}]/[, ArAr, UThHe, detritals, fissiontracks]/[{dim,dimnames,names}, {dim,dimnames}, {dim}, {names}, {}]",1
"[sD]/[corAR1,corStruct]/[{fixed,formula}]",2
"[l{?}]/[mmglmlong1]/[{names}]",6
"[l{D}]/[chaos01]/[{names}]",1
"[l{?}]/[psis_loo,loo]/[{dims,discrete,formula,name,names,yhash}, {dims,names}]",5
"[sD, D]/[yearqtr]/[{}]",1
"[l{l{?}}, missing]/[]/[{names}, {}]",3
"[C, I, M{C}, sC]/[, genotype, haplotype,genotype]/[{allele.map,allele.names,genotypeOrder,levels}, {dim,dimnames}, {}]",1
"[M{I}, I]/[, array]/[{dim,old}, {names,old}, {dim,dimnames,old}]",1
"[D]/[smooth]/[{call,control,data,formula,gamlss.env,ifStartedName}]",2
"[l{C}, data.frame]/[]/[{names,row.names}, {names}]",2
"[sC, sD, sI, sL]/[ScalarInteger, ScalarNumeric, ScalarCharacter, ScalarLogical]/[{}]",1
"[l{?}]/[cna]/[{names}]",12
"[sS]/[OneHotEncoder]/[{column_encoders,n_columns,n_values}]",1
"[D]/[AsIs]/[{names}]",3
"[l{?}, sN]/[, plm,panelmodel]/[{names}, {}]",2
"[M{I}, I]/[table]/[{dim,dimnames}]",4
"[M{D}]/[]/[{comment,dim,dimnames}, {dim,dimnames}]",38
"[l{?}]/[cat]/[{names}]",1
"[C, D, I, L, M{D}, data.frame, l{D}, raw_NA, sC, sD, sN]/[, Date, data.table, ordered]/[{.internal.selfref,names,row.names,sorted}, {.internal.selfref,names,row.names}, {dim,dimnames}, {levels}, {names}, {}]",1
"[sD, sX, unevaled]/[]/[{}]",1
"[l{?}]/[LKinfo,LKCylinder]/[{names}]",4
"[l{D}, l{?}]/[optimrml,BiProbitPartialf, mcmc.list,BiProbitPartialb]/[{}, {names}]",1
"[M{D}, sD]/[mclustBIC]/[{control,criterion,d,dim,dimnames,G,initialization,modelNames,n,oneD,returnCodes,warn}, {control,d,dim,dimnames,G,initialization,modelNames,n,oneD,returnCodes,warn}]",2
"[D, I, M{D}]/[zoo, zooreg,zoo]/[{dim,dimnames,index}, {dim,index}, {frequency,index}, {index}]",1
"[D, raw_NA]/[, AsIs]/[{names}, {}]",1
"[l{C}, l{D}]/[]/[{names}, {}]",2
"[sS]/[GNCList, GRanges]/[{elementMetadata,elementType,granges,metadata,nclists}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}]",2
"[sC]/[knitr_kable]/[{extracted_latex,format}]",1
"[l{sF}]/[output_handler]/[{names}]",3
"[l{D}]/[bootestreg]/[{names}]",1
"[l{D}, l{?}]/[drift]/[{names}]",1
"[sS]/[breslow]/[{curves,time}]",1
"[data.frame, l{?}, l{C}, l{language}]/[, tbl_df,tbl, uneval]/[{names,row.names}, {names}, {}]",1
"[data.frame]/[, nmGroupedData,groupedData, wlai]/[{formula,formulaList,FUN,na.action,names,order.groups,row.names}, {formula,formulaList,FUN,names,order.groups,row.names}, {na.action,names,row.names}, {names,row.names}]",1
"[D]/[]/[{modelName}]",1
"[D, sD]/[pdDiag,pdMat, pdIdent,pdMat, pdLogChol,pdSymm,pdMat, pdSymm,pdMat]/[{.Environment,Dimnames,formula}, {Dimnames,formula,ncol}, {Dimnames,formula}]",2
"[l{language}, l{l{?}}, l{?}]/[]/[{names}]",1
"[sS]/[RasterBrick, RasterLayer, RasterStack, SpatialPolygonsDataFrame]/[{bbox,comment,data,plotOrder,polygons,proj4string}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}, {crs,extent,filename,history,layers,ncols,nrows,rotated,rotation,title,z}]",1
"[M{D}, sN]/[]/[{dim,dimnames,scaled:center,scaled:scale}, {}]",6
"[l{?}]/[bandwidth]/[{names}]",10
"[data.frame, l{l{?}}]/[]/[{}, {names,row.names}, {names}]",1
"[D, M{D}]/[, matrix,expanded_as_numeric]/[{dim,dimnames,i_disc,levels}, {}]",1
"[l{?}]/[solveLP]/[{names}]",2
"[data.frame]/[nfnGroupedData,nfGroupedData,groupedData]/[{formula,labels,names,outer,row.names,units}]",2
"[M{D}, D]/[, xts,zoo]/[{}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}]",1
"[l{D}, l{C}]/[]/[{}, {names}]",1
"[M{D}, M{I}, M{X}]/[]/[{comment,dim,dimnames}, {dim,dimnames}, {dim}]",1
"[l{?}]/[warning,condition]/[{names}]",1
"[l{?}, sN]/[, PHMM]/[{names}, {}]",1
"[sS]/[CovSest]/[{call,cc,center,cov,crit,det,flag,iBest,initHsets,iter,kp,mah,method,n.obs,nsteps,singularity,wt,X}]",1
"[D, M{D}, data.frame]/[, dissimilarity,dist, dist]/[{Labels,Metric,Size}, {call,Diag,Labels,method,Size,Upper}, {call,Diag,Size,Upper}, {dim,dimnames}, {names,row.names}]",1
"[l{?}]/[kspm]/[{names}]",16
"[sI, I]/[mic,ordered]/[{levels}]",1
"[l{?}, l{l{?}}, l{sN}, sC, sD]/[, XMLNode,RXMLAbstractNode,XMLAbstractNode]/[{names}, {}]",1
"[l{D}]/[lga]/[{biter,k,names,niter,scaled}]",2
"[raw_NA]/[FileVector,AbstractFileArray,Object]/[{.env}]",7
"[l{?}]/[Farrell]/[{names}]",13
"[C, I]/[]/[{levels}, {names}]",1
"[l{?}]/[fp_cell, fp_par, fp_text]/[{names}]",1
"[l{?}]/[elnet,glmnet, fishnet,glmnet, glmnet, lognet,glmnet]/[{names}]",1
"[l{language}, l{l{?}}]/[, lazy_dots]/[{names}, {}]",1
"[l{?}]/[deconstruct]/[{names}]",1
"[l{?}, l{D}]/[, hierNet]/[{names}]",1
"[M{D}, sD, sS]/[, dgCMatrix, dgTMatrix]/[{Dim,Dimnames,factors,i,j,x}, {Dim,Dimnames,factors,i,p,x}, {dim,dimnames}, {dim}]",1
"[l{?}]/[rpart]/[{names,xlevels}]",25
"[sE]/[PositionJitter,Position,ggproto,gg, GeomBoxJitter,GeomBoxplot,Geom,ggproto,gg, StatCircle,Stat,ggproto,gg, StatSmooth,Stat,ggproto,gg, GeomErrorbar,Geom,ggproto,gg, PositionDodge,Position,ggproto,gg, StatIdentity,Stat,ggproto,gg, GeomSegment,Geom,ggproto,gg, StatContour,Stat,ggproto,gg, GeomPolygon,Geom,ggproto,gg, GeomRibbon,Geom,ggproto,gg, GeomVline,Geom,ggproto,gg, StatParliament,Stat,ggproto,gg, GeomErrorbarh,Geom,ggproto,gg, GeomTile,GeomRect,Geom,ggproto,gg, GeomHline,Geom,ggproto,gg, GeomArcbar,GeomPolygon,Geom,ggproto,gg, PositionStack,Position,ggproto,gg, GeomBlank,Geom,ggproto,gg, StatSiiRiskoutline,Stat,ggproto,gg, StatConfmat,Stat,ggproto,gg, GeomSmooth,Geom,ggproto,gg, PositionDodgeV,Position,ggproto,gg, PositionDodge2,PositionDodge,Position,ggproto,gg, StatBoxplot,Stat,ggproto,gg, GeomParliament,GeomPolygon,Geom,ggproto,gg, StatDensity,Stat,ggproto,gg, GeomText,Geom,ggproto,gg, StatCount,Stat,ggproto,gg, GeomLine,GeomPath,Geom,ggproto,gg, GeomSiiRiskconnection,GeomSegment,Geom,ggproto,gg, StatVoronoi,Stat,ggproto,gg, GeomRect,Geom,ggproto,gg, GeomSiiRiskoutline,GeomPath,Geom,ggproto,gg, StatSiiRiskconnection,Stat,ggproto,gg, StatArcbar,Stat,ggproto,gg, GeomContour,GeomPath,Geom,ggproto,gg, GeomCircle,GeomPolygon,Geom,ggproto,gg, GeomBar,GeomRect,Geom,ggproto,gg, GeomTline,Geom,ggproto,gg, GeomBoxplot,Geom,ggproto,gg, GeomConfmat,GeomTile,GeomRect,Geom,ggproto,gg, StatBoxJitter,StatBoxplot,Stat,ggproto,gg, StatQq,Stat,ggproto,gg, GeomPath,Geom,ggproto,gg, PositionIdentity,Position,ggproto,gg, GeomDensity,GeomArea,GeomRibbon,Geom,ggproto,gg, GeomInteractiveRect,Geom,ggproto,gg, GeomLinerange,Geom,ggproto,gg, GeomAbline,Geom,ggproto,gg, GeomPoint,Geom,ggproto,gg, StatBin,Stat,ggproto,gg, StatMarimekko,Stat,ggproto,gg, GeomCol,GeomRect,Geom,ggproto,gg]/[{}]",1
"[l{?}]/[bma]/[{names}]",25
"[D, raw_NA, sF, sN]/[, POSIXct,POSIXt]/[{tzone}, {}]",2
"[error, sD]/[, corAR1,corStruct]/[{covariate,Dim,factor,fixed,formula,logDet}, {}]",1
"[, missing]/[]/[, {}]",1
"[D, l{C}]/[insensitive]/[{names}]",3
"[sF]/[CompositeFunction, ConstantFunction,CompositeFunction]/[{}]",2
"[l{?}]/[trans]/[{names}]",5
"[M{D}]/[]/[{assign,contrasts,dim,dimnames}, {assign,dim,dimnames}, {dim,dimnames,scaled:center}, {dim,dimnames}, {dim,scaled:center}, {dim}]",1
"[sF]/[]/[{abs_max 1,abs_max 2,abs_max 4,abs_max.1,abs_max.2,abs_max.3,abs_max.4,abs_max.5,variant.count}, {abs_max 1,abs_max 2,abs_max.1,abs_max.2,abs_max.3,abs_max.4,variant.count}, {abs_max 1,abs_max 2,abs_max.1,abs_max.2,abs_max.3,variant.count}, {abs_max 1,abs_max.1,abs_max.2,variant.count}, {iterate.1,iterate.2,variant.count}, {logarithm 2,logarithm.1,logarithm.2,logarithm.3,variant.count}, {logarithm.1,logarithm.2,logarithm.3,logarithm.4,variant.count}, {logarithm.1,logarithm.2,logarithm.3,variant.count}, {logarithm.1,logarithm.2,variant.count}, {logarithm.1,variant.count}]",1
"[data.frame]/[]/[{names,npar,row.names}, {names,npar,row.names,vnames}]",2
"[sS]/[ic_po, ic_ph]/[{.xData}]",2
"[l{?}]/[, ParamSet, RLearner,Learner]/[{names}, {}]",1
"[sF]/[bmbvcdf, bmbvpdf]/[{matrix1.variances,matrix2.variances,vector1.means,vector2.means,w}]",1
"[D, M{D}, l{D}, sD]/[, array]/[{dim}, {}]",1
"[data.frame]/[, data.table, hpidata, tbl_df,tbl]/[{.internal.selfref,index,names,row.names,sorted}, {.internal.selfref,names,row.names}, {clNames,estName,mesg,names,pri.vars,row.names}, {estName,mesg,names,pri.vars,row.names}, {estName,names,pri.vars,row.names}, {max_date,min_date,names,period_table,periodicity,row.names}, {na.action,names,row.names}, {names,out.attrs,row.names}, {names,reshapeLong,row.names}, {names,row.names,terms}, {names,row.names}]",2
"[l{?}, sN]/[, radial.gradient,gradient]/[{names}, {}]",1
"[l{?}]/[pedigree.shrink]/[{names}]",3
"[l{l{?}}]/[ecospace]/[{}]",3
"[l{?}]/[frame]/[{names}]",3
"[sE]/[listenv,environment]/[{}, {dim.}]",2
"[D, M{D}, data.frame]/[colorSpec]/[{calibrate,dim,dimnames,metadata,quantity,step.wl,wavelength}, {dim,dimnames,metadata,ptransform,quantity,step.wl,wavelength}, {dim,dimnames,metadata,quantity,sequence,step.wl,wavelength}, {dim,dimnames,metadata,quantity,step.wl,wavelength}, {dim,quantity,step.wl,wavelength}, {metadata,names,quantity,row.names,step.wl,wavelength}, {metadata,names,quantity,row.names,step.wl}, {metadata,names,quantity,row.names}, {metadata,quantity,specname,step.wl,wavelength}, {metadata,quantity,specname,wavelength}, {names,quantity,row.names,step.wl,wavelength}, {names,quantity,row.names,step.wl}, {names,quantity,row.names,wavelength}, {names,quantity,row.names}, {quantity,step.wl,wavelength}, {quantity,wavelength}]",1
"[l{C}]/[RUnitTestSuite]/[{names}]",3
"[M{D}, D]/[meanResiduals,table]/[{by,call,df,dim,dimnames,standardized,weights}]",1
"[l{C}, sF]/[]/[{names}, {srcref}]",1
"[C, I, l{?}, sD, sE, sN]/[, environment]/[{}]",1
"[sD, D]/[, table]/[{}, {dim,dimnames}]",1
"[L, error, sF]/[]/[{names}, {srcref}, {}]",1
"[l{C}, missing]/[]/[{names}, {}]",5
"[M{D}, M{I}, M{L}, sD, sS]/[, dgCMatrix, dgeMatrix]/[{Dim,Dimnames,factors,i,p,x}, {Dim,Dimnames,factors,x}, {assign,dim,dimnames}, {boundary.knots,degree,dim,dimnames,knots}, {dim,dimnames}, {dim}]",1
"[I, sI]/[, table]/[{dim,dimnames}, {}]",1
"[l{I}, l{Y}, l{language}, l{L}, l{sE}, l{sN}, l{D}, l{C}, l{l{?}}, l{?}]/[]/[{}, {names}]",1
"[l{D}]/[]/[{parity,uval}]",1
"[data.frame]/[periodic_df]/[{names,row.names}]",4
"[l{?}, l{Y}]/[]/[{}]",1
"[sD, M{D}]/[]/[{dim,dimnames}, {dim,dimnames,logDet}]",1
"[l{?}]/[summary.icdglm,summary.glm]/[{names}]",1
"[l{?}]/[enrichment_options]/[{names}]",2
"[l{?}, sE]/[Rational,Infix,Print, environment]/[{.self,names}, {}]",1
"[l{?}]/[ms]/[{names}]",3
"[D, M{D}, sN]/[, array]/[{dim}, {}]",3
"[l{?}]/[sparsebnData]/[{names}]",3
"[C, l{D}, l{l{?}}]/[, imlist]/[{names}, {}]",1
"[missing, raw_NA, sD]/[]/[{}]",1
"[l{?}]/[kspace,kstructure,kfamset,set,gset,cset, kstructure,kfamset,set,gset,cset]/[{}]",3
"[M{D}]/[lspline]/[{dim,dimnames,knots,marginal}]",3
"[l{?}]/[mggm,mglasso,glasso, mglasso,glasso]/[{names}]",1
"[l{l{?}}]/[file_batch_update_request]/[{names}]",3
"[sS]/[CovSde]/[{call,center,cov,crit,det,flag,iter,mah,method,n.obs,singularity,wt,X}]",2
"[I, sS]/[onlearn, specc]/[{alpha,b,buffer,fit,kernelf,kpar,onstart,onstop,pattern,rho,type,xmatrix}, {centers,kernelf,size,withinss}]",1
"[sS, I]/[, RasterLayer]/[{}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}]",1
"[D, I, L, sD]/[, pseries]/[{index,levels,names}, {index,names}, {index}, {names}]",1
"[D, missing, sN]/[]/[{}]",3
"[l{?}, sN]/[, viewport, vpPath,path]/[{names}, {}]",1
"[error, l{sN}]/[]/[{names}, {}]",1
"[l{?}]/[krige.geoRglm]/[{names}]",1
"[l{?}]/[summary.GPArotation]/[{names}]",2
"[D, I, data.frame]/[]/[{}, {names,row.names}]",1
"[C, D, I, sC]/[]/[{levels}, {names}, {}]",2
"[sS]/[hexbin]/[{call,cAtt,cell,cID,count,dimen,n,ncells,shape,xbins,xbnds,xcm,xlab,ybnds,ycm,ylab}]",4
"[l{?}]/[SSModel]/[{eta_types,k,m,n,names,p,state_types,tv}]",18
"[l{?}]/[BioCircosTracklist]/[{}]",1
"[D, I, L, missing, sD, sI]/[]/[{names}, {}]",1
"[C, M{C}, l{C}, sC]/[]/[{dim}, {}]",1
"[sC]/[kableExtra,knitr_kable, knitr_kable]/[{format,kable_meta}, {format}]",2
"[externalptr]/[xgb.Booster.handle]/[{}]",13
"[sS]/[gpc.poly.nohole, gpc.poly]/[{pts}]",1
"[l{?}]/[lm.circular.cc]/[{names}]",1
"[l{?}]/[circle,grob,gDesc, filtered.grob,forcedgrob,polygon,grob,gDesc, forcedgrob,masked.grob,gTree,grob,gDesc, garnished.grob,circle,grob,gDesc, gradientFilled.grob,circle,grob,gDesc, patternFilled.grob,circle,grob,gDesc, points,grob,gDesc, roundrect,grob,gDesc]/[{names}]",1
"[l{?}, l{sF}]/[abstractiter,iter, containeriter,iter, icombv,recursiveiter,abstractiter,iter, iforeach,iter, iforever,abstractiter,iter, ilimit,abstractiter,iter, ipermv,recursiveiter,abstractiter,iter, irecycle,abstractiter,iter, irep,abstractiter,iter, isubsetv,recursiveiter,abstractiter,iter, ivector,abstractiter,iter, ixforeach,iter, matrixiter,iter]/[{names}]",1
"[sF]/[rlang_handler_exiting,rlang_handler, ]/[{}, {srcref}]",1
"[sS]/[dgCMatrix, dsCMatrix, dtCMatrix]/[{Dim,Dimnames,factors,i,p,uplo,x}, {Dim,Dimnames,factors,i,p,x}, {adjustEdges,cells,Dim,Dimnames,factors,i,nearest,Nx,Ny,p,raster,x}, {diag,Dim,Dimnames,i,p,uplo,x}]",1
"[sD, D]/[POSIXct,POSIXt]/[{tzone}, {dim,tzone}]",1
"[sD]/[]/[{}, {error,msg,names}, {error,msg}]",1
"[l{sF}, l{?}]/[classif.test,RLearnerClassif,RLearner,Learner, classif.rpart,RLearnerClassif,RLearner,Learner, regr.footest,RLearnerRegr,RLearner,Learner, classif.ftest,RLearnerClassif,RLearner,Learner, PredictionClassif,Prediction, classif.otest,RLearnerClassif,RLearner,Learner, classif.probtest,RLearnerClassif,RLearner,Learner, classif.idtest,RLearnerClassif,RLearner,Learner, regr.natest,RLearnerRegr,RLearner,Learner, LearnerParamSet,ParamSet, WrappedModel, grapherator, regr.test,RLearnerRegr,RLearner,Learner, befa, llama.data, ClusterFunctions, AssertCollection, cluster.test,RLearnerCluster,RLearner,Learner, Param, ParamSet, classif.bartest,RLearnerClassif,RLearner,Learner, cluster.natest,RLearnerCluster,RLearner,Learner, ClassifTask,SupervisedTask,Task, classif.natest,RLearnerClassif,RLearner,Learner]/[{burnin,call,iter,Kmax,names,Nid,post.column.switch,post.sign.switch,title}, {names}]",1
"[language]/[Formula,formula]/[{.Environment,lhs,rhs}, {.Environment,rhs}]",3
"[l{?}, l{l{?}}]/[lazy_dots]/[{names}, {}]",8
"[I, M{D}]/[, array]/[{dim}]",4
"[C, D, I, sI]/[]/[{levels}, {}]",1
"[R, raw_NA, sC, sD, sI, sN, sR]/[, bigq, bigz]/[{denominator}, {mod}, {nrow}, {}]",3
"[I, R, sC, sD, sI, sR]/[, bigq, bigz]/[{denominator}, {mod}, {}]",2
"[l{sF}, l{?}]/[MethodExpressionTree, ConstExpressionTree, GenericExpressionTree, Person,Print, Test, Test2,Test, ClassExpressionTree, ExpressionTree, RL, Rational,Infix,Print, Employee,Person,Print, RLChild,RL]/[{.self,names}]",1
"[l{l{?}}]/[jsonstat.compress.plan]/[{names}]",5
"[l{?}]/[auth_config]/[{names}]",3
"[data.frame]/[tbl_df,tbl, cycle_counts,tbl_df,tbl, eval_parameters,tbl_df,tbl]/[{names,row.names}]",1
"[data.frame]/[]/[{names,row.names}]",5123
"[D]/[array, mcmc]/[{dim}, {mcpar}]",1
"[l{?}]/[coxpath]/[{names}]",4
"[l{?}, l{D}, l{l{?}}]/[]/[{names,one.lam}, {names}, {}]",1
"[M{D}, C, sF, D, M{I}, I, l{D}, data.frame, l{?}]/[, array, nfnGroupedData,nfGroupedData,groupedData, mts,ts, dist, table, ts]/[{}, {call,Diag,Labels,Size,Upper}, {dim}, {dim,dimnames}, {levels}, {names}, {formula,labels,names,outer,row.names,units}, {formula,labels,names,row.names,units}, {Labels,Size}, {dim,dimnames,tsp}, {names,row.names}, {tsp}, {names,reference,row.names}]",1
"[M{D}, l{?}]/[]/[{dim}, {}]",2
"[I, L, sC, sD, sL]/[]/[{names}, {}]",1
"[l{l{?}}]/[vars]/[{names}]",7
"[l{?}, l{l{?}}]/[ap]/[{names}]",1
"[sS]/[IRanges, Pairs]/[{elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,first,metadata,NAMES,second}]",1
"[l{?}]/[kernelboot]/[{names}]",4
"[l{?}]/[InputsModel,hourly,GR]/[{names}]",1
"[C, D, I, sC, sD]/[]/[{}]",1
"[l{l{?}}, missing]/[, lazy_dots]/[{names}, {}]",2
"[sS, sD, M{D}]/[, dtCMatrix, spam.chol.NgPeyton, Cholesky, matrix.csr.chol]/[{dim}, {dim,pivot,rank}, {diag,Dim,Dimnames,i,p,uplo,x}, {dim,dimnames}, {colindices,colpointers,dimension,entries,invpivot,memory,nnzA,pivot,rowpointers,snmember,supernodes}, {det,ierr,invp,lindx,lnz,log.det,nnzl,nnzlindx,nrow,nsuper,perm,time,xlindx,xlnz,xsuper}, {diag,Dim,Dimnames,uplo,x}]",1
"[l{sF}]/[ihasNext,abstractiter,iter]/[{names}]",2
"[sD, M{D}]/[4mom,vec,nullvec]/[{dim}, {dim,dimnames}]",1
"[l{C}, l{I}, l{l{?}}]/[]/[{}]",1
"[D, error]/[, Date, POSIXct,POSIXt]/[{tzone}, {}]",1
"[I]/[igraph.vs]/[{env,graph}]",1
"[D]/[]/[{names,skeleton}]",3
"[l{?}]/[bootVal]/[{names}]",2
